id,market_id,selection_id,selection_name,odds,line
,129514584,0QA129514584#1405591454_13L88808Q16Q215199,51+,91.0,
,129514535,0QA129514535#1405591264_13L88808Q10Q20,Yes,6.0,
,129514535,0QA129514535#1405591365_13L88808Q10Q21,No,1.11111112,
,3_68405907,0OU68405907O2150_1,Over,1.90909091,21.5
,3_68405907,0OU68405907U2150_3,Under,1.86956522,21.5
,1_68405900,0ML68405900_3,SEA Seahawks,2.55,
,1_68405900,0ML68405900_1,KC Chiefs,1.52631579,
,3_68405906,0OU68405906O850_1,Over,1.86956522,8.5
,3_68405906,0OU68405906U850_3,Under,1.90909091,8.5
,129514524,0QA129514524#1405591438_13L88808Q10Q221,Away Touchdown,4.8,
,129514524,0QA129514524#1405591444_13L88808Q10Q210,Away Field Goal,5.0,
,129514524,0QA129514524#1405591458_13L88808Q10Q220,Away Safety,76.0,
,129514524,0QA129514524#1405591252_13L88808Q10Q212,Home Touchdown,2.1,
,129514524,0QA129514524#1405591377_13L88808Q10Q213,Home Field Goal,5.0,
,129514524,0QA129514524#1405591400_13L88808Q10Q211,Home Safety,81.0,
,129514525,0QA129514525#1405591254_13L88808Q11Q21,Touchdown,1.46511628,
,129514525,0QA129514525#1405591375_13L88808Q12Q22,Field Goal,2.55,
,129514525,0QA129514525#1405591401_13L88808Q13Q23,Safety,31.0,
,2_68396836,0HC68396836P550_3,SEA Seahawks,1.95238096,5.5
,2_68396836,0HC68396836N550_1,KC Chiefs,1.86956522,-5.5
,3_68396836,0OU68396836O2450_1,Over,1.90909091,24.5
,3_68396836,0OU68396836U2450_3,Under,1.90909091,24.5
,1_68396836,0ML68396836_3,SEA Seahawks,3.35,
,1_68396836,0ML68396836_1,KC Chiefs,1.35714286,
,2_68396837,0HC68396837P350_3,SEA Seahawks,1.8,3.5
,2_68396837,0HC68396837N350_1,KC Chiefs,2.05,-3.5
,3_68396837,0OU68396837O950_1,Over,1.83333334,9.5
,3_68396837,0OU68396837U950_3,Under,2.0,9.5
,1_68396837,0ML68396837_3,SEA Seahawks,3.2,
,1_68396837,0ML68396837_1,KC Chiefs,1.38461539,
,2_64983929,0HC64983929N250_3,DET Lions,1.86956522,-2.5
,2_64983929,0HC64983929P250_1,CAR Panthers,1.95238096,2.5
,3_64983929,0OU64983929O4450_1,Over,1.90909091,44.5
,3_64983929,0OU64983929U4450_3,Under,1.90909091,44.5
,1_64983929,0ML64983929_3,DET Lions,1.68965518,
,1_64983929,0ML64983929_1,CAR Panthers,2.25,
,3_68405830,0OU68405830O250_1,Over,2.1,2.5
,3_68405830,0OU68405830U250_3,Under,1.66666667,2.5
,3_68405831,0OU68405831O250_1,Over,1.83333334,2.5
,3_68405831,0OU68405831U250_3,Under,1.83333334,2.5
,3_68405832,0OU68405832O2050_1,Over,1.83333334,20.5
,3_68405832,0OU68405832U2050_3,Under,2.0,20.5
,3_68405833,0OU68405833O2350_1,Over,2.0,23.5
,3_68405833,0OU68405833U2350_3,Under,1.83333334,23.5
,129514348,0QA129514348#1405590562_13L88808Q12Q211120,11-20,2.55,
,129514348,0QA129514348#1405590676_13L88808Q13Q212130,21-30,2.6,
,129514348,0QA129514348#1405590677_13L88808Q14Q213140,31-40,6.5,
,129514348,0QA129514348#1405590561_13L88808Q11Q210110,0-10,7.0,
,129514348,0QA129514348#1405590699_13L88808Q15Q214150,41-50,26.0,
,129514348,0QA129514348#1405590700_13L88808Q16Q215199,51+,91.0,
,129514347,0QA129514347#1405590675_13L88808Q13Q212130,21-30,2.45,
,129514347,0QA129514347#1405590563_13L88808Q12Q211120,11-20,2.85,
,129514347,0QA129514347#1405590678_13L88808Q14Q213140,31-40,5.25,
,129514347,0QA129514347#1405590560_13L88808Q11Q210110,0-10,9.5,
,129514347,0QA129514347#1405590698_13L88808Q15Q214150,41-50,19.0,
,129514347,0QA129514347#1405590701_13L88808Q16Q215199,51+,66.0,
,129514298,0QA129514298#1405590511_13L88808Q10Q20,Yes,5.75,
,129514298,0QA129514298#1405590612_13L88808Q10Q21,No,1.125,
,3_68405841,0OU68405841O2350_1,Over,1.90909091,23.5
,3_68405841,0OU68405841U2350_3,Under,1.90909091,23.5
,1_68405834,0ML68405834_3,DET Lions,1.76923077,
,1_68405834,0ML68405834_1,CAR Panthers,2.0,
,3_68405840,0OU68405840O950_1,Over,1.90909091,9.5
,3_68405840,0OU68405840U950_3,Under,1.86956522,9.5
,129514287,0QA129514287#1405590685_13L88808Q10Q221,Away Touchdown,2.9,
,129514287,0QA129514287#1405590691_13L88808Q10Q210,Away Field Goal,4.3,
,129514287,0QA129514287#1405590705_13L88808Q10Q220,Away Safety,71.0,
,129514287,0QA129514287#1405590499_13L88808Q10Q212,Home Touchdown,3.5,
,129514287,0QA129514287#1405590624_13L88808Q10Q213,Home Field Goal,4.5,
,129514287,0QA129514287#1405590647_13L88808Q10Q211,Home Safety,71.0,
,129514288,0QA129514288#1405590501_13L88808Q11Q21,Touchdown,1.60606061,
,129514288,0QA129514288#1405590622_13L88808Q12Q22,Field Goal,2.25,
,129514288,0QA129514288#1405590648_13L88808Q13Q23,Safety,29.0,
,2_68396826,0HC68396826N150_3,DET Lions,1.90909091,-1.5
,2_68396826,0HC68396826P150_1,CAR Panthers,1.90909091,1.5
,3_68396826,0OU68396826O2150_1,Over,1.90909091,21.5
,3_68396826,0OU68396826U2150_3,Under,1.90909091,21.5
,1_68396826,0ML68396826_3,DET Lions,1.71428572,
,1_68396826,0ML68396826_1,CAR Panthers,2.2,
,2_68396827,0HC68396827N150_3,DET Lions,2.25,-1.5
,2_68396827,0HC68396827P150_1,CAR Panthers,1.68965518,1.5
,3_68396827,0OU68396827O750_1,Over,1.95238096,7.5
,3_68396827,0OU68396827U750_3,Under,1.86956522,7.5
,1_68396827,0ML68396827_3,DET Lions,1.76923077,
,1_68396827,0ML68396827_1,CAR Panthers,2.1,
,2_64983935,0HC64983935N350_3,CIN Bengals,1.90909091,-3.5
,2_64983935,0HC64983935P350_1,NE Patriots,1.90909091,3.5
,3_64983935,0OU64983935O3950_1,Over,1.90909091,39.5
,3_64983935,0OU64983935U3950_3,Under,1.90909091,39.5
,1_64983935,0ML64983935_3,CIN Bengals,1.51282052,
,1_64983935,0ML64983935_1,NE Patriots,2.65,
,3_68405918,0OU68405918O150_1,Over,1.5882353,1.5
,3_68405918,0OU68405918U150_3,Under,2.3,1.5
,3_68405919,0OU68405919O250_1,Over,2.2,2.5
,3_68405919,0OU68405919U250_3,Under,1.625,2.5
,3_68405920,0OU68405920O1750_1,Over,1.95238096,17.5
,3_68405920,0OU68405920U1750_3,Under,1.86956522,17.5
,3_68405921,0OU68405921O2150_1,Over,1.90909091,21.5
,3_68405921,0OU68405921U2150_3,Under,1.90909091,21.5
,129514663,0QA129514663#1405591567_13L88808Q12Q211120,11-20,2.6,
,129514663,0QA129514663#1405591679_13L88808Q13Q212130,21-30,2.6,
,129514663,0QA129514663#1405591682_13L88808Q14Q213140,31-40,6.5,
,129514663,0QA129514663#1405591564_13L88808Q11Q210110,0-10,7.5,
,129514663,0QA129514663#1405591702_13L88808Q15Q214150,41-50,21.0,
,129514663,0QA129514663#1405591705_13L88808Q16Q215199,51+,71.0,
,129514664,0QA129514664#1405591566_13L88808Q12Q211120,11-20,2.25,
,129514664,0QA129514664#1405591680_13L88808Q13Q212130,21-30,3.2,
,129514664,0QA129514664#1405591565_13L88808Q11Q210110,0-10,4.1,
,129514664,0QA129514664#1405591681_13L88808Q14Q213140,31-40,11.0,
,129514664,0QA129514664#1405591703_13L88808Q15Q214150,41-50,51.0,
,129514664,0QA129514664#1405591704_13L88808Q16Q215199,51+,101.0,
,129514614,0QA129514614#1405591515_13L88808Q10Q20,Yes,5.75,
,129514614,0QA129514614#1405591616_13L88808Q10Q21,No,1.11111112,
,3_68405929,0OU68405929O2550_1,Over,1.86956522,25.5
,3_68405929,0OU68405929U2550_3,Under,1.90909091,25.5
,1_68405922,0ML68405922_3,CIN Bengals,1.71428572,
,1_68405922,0ML68405922_1,NE Patriots,2.1,
,3_68405928,0OU68405928O950_1,Over,1.90909091,9.5
,3_68405928,0OU68405928U950_3,Under,1.86956522,9.5
,129514603,0QA129514603#1405591689_13L88808Q10Q221,Away Touchdown,3.05,
,129514603,0QA129514603#1405591695_13L88808Q10Q210,Away Field Goal,3.6,
,129514603,0QA129514603#1405591709_13L88808Q10Q220,Away Safety,71.0,
,129514603,0QA129514603#1405591503_13L88808Q10Q212,Home Touchdown,3.9,
,129514603,0QA129514603#1405591628_13L88808Q10Q213,Home Field Goal,4.3,
,129514603,0QA129514603#1405591651_13L88808Q10Q211,Home Safety,66.0,
,129514604,0QA129514604#1405591505_13L88808Q11Q21,Touchdown,1.74074075,
,129514604,0QA129514604#1405591626_13L88808Q12Q22,Field Goal,2.0,
,129514604,0QA129514604#1405591652_13L88808Q13Q23,Safety,29.0,
,2_68396830,0HC68396830N250_3,CIN Bengals,1.83333334,-2.5
,2_68396830,0HC68396830P250_1,NE Patriots,2.0,2.5
,3_68396830,0OU68396830O1950_1,Over,1.83333334,19.5
,3_68396830,0OU68396830U1950_3,Under,2.0,19.5
,1_68396830,0ML68396830_3,CIN Bengals,1.60606061,
,1_68396830,0ML68396830_1,NE Patriots,2.4,
,2_68396831,0HC68396831N150_3,CIN Bengals,2.25,-1.5
,2_68396831,0HC68396831P150_1,NE Patriots,1.68965518,1.5
,3_68396831,0OU68396831O750_1,Over,2.2,7.5
,3_68396831,0OU68396831U750_3,Under,1.71428572,7.5
,1_68396831,0ML68396831_3,CIN Bengals,1.71428572,
,1_68396831,0ML68396831_1,NE Patriots,2.2,
,2_64983934,0HC64983934P300_3,NY Giants,2.0,3.0
,2_64983934,0HC64983934N300_1,MIN Vikings,1.83333334,-3.0
,3_64983934,0OU64983934O4750_1,Over,1.90909091,47.5
,3_64983934,0OU64983934U4750_3,Under,1.90909091,47.5
,1_64983934,0ML64983934_3,NY Giants,2.5,
,1_64983934,0ML64983934_1,MIN Vikings,1.57142858,
,2_68406992,0HC68406992P150_3,NY Giants,1.90909091,1.5
,2_68406992,0HC68406992N150_1,MIN Vikings,1.90909091,-1.5
,3_68406992,0OU68406992O2350_1,Over,1.83333334,23.5
,3_68406992,0OU68406992U2350_3,Under,2.0,23.5
,1_68406992,0ML68406992_3,NY Giants,2.2,
,1_68406992,0ML68406992_1,MIN Vikings,1.71428572,
,2_68406997,0HC68406997P150_3,NY Giants,1.66666667,1.5
,2_68406997,0HC68406997N150_1,MIN Vikings,2.3,-1.5
,3_68406997,0OU68406997O950_1,Over,1.83333334,9.5
,3_68406997,0OU68406997U950_3,Under,2.0,9.5
,1_68406997,0ML68406997_3,NY Giants,2.1,
,1_68406997,0ML68406997_1,MIN Vikings,1.76923077,
,2_64983937,0HC64983937P700_3,HOU Texans,1.90909091,7.0
,2_64983937,0HC64983937N700_1,TEN Titans,1.90909091,-7.0
,3_64983937,0OU64983937O3800_1,Over,1.90909091,38.0
,3_64983937,0OU64983937U3800_3,Under,1.90909091,38.0
,1_64983937,0ML64983937_3,HOU Texans,3.7,
,1_64983937,0ML64983937_1,TEN Titans,1.30769231,
,3_68405941,0OU68405941O150_1,Over,1.90909091,1.5
,3_68405941,0OU68405941U150_3,Under,1.76923077,1.5
,3_68405940,0OU68405940O250_1,Over,1.95238096,2.5
,3_68405940,0OU68405940U250_3,Under,1.74074075,2.5
,3_68405943,0OU68405943O1450_1,Over,1.86956522,14.5
,3_68405943,0OU68405943U1450_3,Under,1.95238096,14.5
,3_68405942,0OU68405942O2350_1,Over,2.0,23.5
,3_68405942,0OU68405942U2350_3,Under,1.83333334,23.5
,129514742,0QA129514742#1405591818_13L88808Q12Q211120,11-20,2.2,
,129514742,0QA129514742#1405591815_13L88808Q11Q210110,0-10,2.8,
,129514742,0QA129514742#1405591930_13L88808Q13Q212130,21-30,4.3,
,129514742,0QA129514742#1405591933_13L88808Q14Q213140,31-40,19.0,
,129514742,0QA129514742#1405591953_13L88808Q15Q214150,41-50,66.0,
,129514742,0QA129514742#1405591956_13L88808Q16Q215199,51+,101.0,
,129514743,0QA129514743#1405591931_13L88808Q13Q212130,21-30,2.5,
,129514743,0QA129514743#1405591817_13L88808Q12Q211120,11-20,2.75,
,129514743,0QA129514743#1405591932_13L88808Q14Q213140,31-40,5.25,
,129514743,0QA129514743#1405591816_13L88808Q11Q210110,0-10,9.5,
,129514743,0QA129514743#1405591954_13L88808Q15Q214150,41-50,20.0,
,129514743,0QA129514743#1405591955_13L88808Q16Q215199,51+,71.0,
,129514693,0QA129514693#1405591766_13L88808Q10Q20,Yes,6.0,
,129514693,0QA129514693#1405591867_13L88808Q10Q21,No,1.11111112,
,129509908,0QA129509908#1405544371_13L88808Q11287276071Q20,Yes,1.83333334,
,129509908,0QA129509908#1405544372_13L88808Q1-2098810608Q20,No,1.90909091,
,3_68405951,0OU68405951O2650_1,Over,1.90909091,26.5
,3_68405951,0OU68405951U2650_3,Under,1.86956522,26.5
,1_68405944,0ML68405944_3,HOU Texans,2.45,
,1_68405944,0ML68405944_1,TEN Titans,1.55555556,
,3_68405950,0OU68405950O950_1,Over,1.86956522,9.5
,3_68405950,0OU68405950U950_3,Under,1.90909091,9.5
,129514682,0QA129514682#1405591940_13L88808Q10Q221,Away Touchdown,5.25,
,129514682,0QA129514682#1405591946_13L88808Q10Q210,Away Field Goal,4.3,
,129514682,0QA129514682#1405591960_13L88808Q10Q220,Away Safety,61.0,
,129514682,0QA129514682#1405591754_13L88808Q10Q212,Home Touchdown,2.55,
,129514682,0QA129514682#1405591879_13L88808Q10Q213,Home Field Goal,3.6,
,129514682,0QA129514682#1405591902_13L88808Q10Q211,Home Safety,71.0,
,129514683,0QA129514683#1405591756_13L88808Q11Q21,Touchdown,1.74074075,
,129514683,0QA129514683#1405591877_13L88808Q12Q22,Field Goal,2.0,
,129514683,0QA129514683#1405591903_13L88808Q13Q23,Safety,26.0,
,2_68396839,0HC68396839P350_3,HOU Texans,1.95238096,3.5
,2_68396839,0HC68396839N350_1,TEN Titans,1.86956522,-3.5
,3_68396839,0OU68396839O1950_1,Over,1.83333334,19.5
,3_68396839,0OU68396839U1950_3,Under,2.0,19.5
,1_68396839,0ML68396839_3,HOU Texans,2.95,
,1_68396839,0ML68396839_1,TEN Titans,1.43478261,
,2_68396840,0HC68396840P250_3,HOU Texans,1.95238096,2.5
,2_68396840,0HC68396840N250_1,TEN Titans,1.86956522,-2.5
,3_68396840,0OU68396840O750_1,Over,2.25,7.5
,3_68396840,0OU68396840U750_3,Under,1.68965518,7.5
,1_68396840,0ML68396840_3,HOU Texans,2.85,
,1_68396840,0ML68396840_1,TEN Titans,1.46511628,
,2_64983932,0HC64983932P300_3,NO Saints,1.95238096,3.0
,2_64983932,0HC64983932N300_1,CLE Browns,1.86956522,-3.0
,3_64983932,0OU64983932O3250_1,Over,1.95238096,32.5
,3_64983932,0OU64983932U3250_3,Under,1.86956522,32.5
,1_64983932,0ML64983932_3,NO Saints,2.45,
,1_64983932,0ML64983932_1,CLE Browns,1.5882353,
,3_68405874,0OU68405874O150_1,Over,1.74074075,1.5
,3_68405874,0OU68405874U150_3,Under,1.95238096,1.5
,3_68405875,0OU68405875O150_1,Over,2.2,1.5
,3_68405875,0OU68405875U150_3,Under,1.625,1.5
,3_68405877,0OU68405877O1450_1,Over,1.95238096,14.5
,3_68405877,0OU68405877U1450_3,Under,1.86956522,14.5
,3_68405876,0OU68405876O1750_1,Over,2.2,17.5
,3_68405876,0OU68405876U1750_3,Under,1.71428572,17.5
,129514506,0QA129514506#1405591064_13L88808Q12Q211120,11-20,2.2,
,129514506,0QA129514506#1405591178_13L88808Q13Q212130,21-30,3.45,
,129514506,0QA129514506#1405591063_13L88808Q11Q210110,0-10,3.85,
,129514506,0QA129514506#1405591179_13L88808Q14Q213140,31-40,12.0,
,129514506,0QA129514506#1405591201_13L88808Q15Q214150,41-50,46.0,
,129514506,0QA129514506#1405591202_13L88808Q16Q215199,51+,91.0,
,129514505,0QA129514505#1405591065_13L88808Q12Q211120,11-20,2.2,
,129514505,0QA129514505#1405591062_13L88808Q11Q210110,0-10,2.6,
,129514505,0QA129514505#1405591177_13L88808Q13Q212130,21-30,4.8,
,129514505,0QA129514505#1405591180_13L88808Q14Q213140,31-40,20.0,
,129514505,0QA129514505#1405591200_13L88808Q15Q214150,41-50,76.0,
,129514505,0QA129514505#1405591203_13L88808Q16Q215199,51+,101.0,
,3_68405885,0OU68405885O2950_1,Over,1.90909091,29.5
,3_68405885,0OU68405885U2950_3,Under,1.86956522,29.5
,1_68405878,0ML68405878_3,NO Saints,2.0,
,1_68405878,0ML68405878_1,CLE Browns,1.76923077,
,3_68405884,0OU68405884O1050_1,Over,1.90909091,10.5
,3_68405884,0OU68405884U1050_3,Under,1.86956522,10.5
,129514445,0QA129514445#1405591187_13L88808Q10Q221,Away Touchdown,4.4,
,129514445,0QA129514445#1405591193_13L88808Q10Q210,Away Field Goal,3.6,
,129514445,0QA129514445#1405591207_13L88808Q10Q220,Away Safety,66.0,
,129514445,0QA129514445#1405591001_13L88808Q10Q212,Home Touchdown,3.45,
,129514445,0QA129514445#1405591126_13L88808Q10Q213,Home Field Goal,3.45,
,129514445,0QA129514445#1405591149_13L88808Q10Q211,Home Safety,66.0,
,129514446,0QA129514446#1405591124_13L88808Q12Q22,Field Goal,1.8,
,129514446,0QA129514446#1405591003_13L88808Q11Q21,Touchdown,1.95238096,
,129514446,0QA129514446#1405591150_13L88808Q13Q23,Safety,26.0,
,2_68396773,0HC68396773P250_3,NO Saints,1.90909091,2.5
,2_68396773,0HC68396773N250_1,CLE Browns,1.90909091,-2.5
,3_68396773,0OU68396773O1650_1,Over,1.83333334,16.5
,3_68396773,0OU68396773U1650_3,Under,2.0,16.5
,1_68396773,0ML68396773_3,NO Saints,2.35,
,1_68396773,0ML68396773_1,CLE Browns,1.6451613,
,2_68396774,0HC68396774P150_3,NO Saints,1.6451613,1.5
,2_68396774,0HC68396774N150_1,CLE Browns,2.35,-1.5
,3_68396774,0OU68396774O650_1,Over,1.76923077,6.5
,3_68396774,0OU68396774U650_3,Under,2.1,6.5
,1_68396774,0ML68396774_3,NO Saints,2.2,
,1_68396774,0ML68396774_1,CLE Browns,1.71428572,
,2_64983928,0HC64983928P700_3,ATL Falcons,1.95238096,7.0
,2_64983928,0HC64983928N700_1,BAL Ravens,1.86956522,-7.0
,3_64983928,0OU64983928O3700_1,Over,1.90909091,37.0
,3_64983928,0OU64983928U3700_3,Under,1.90909091,37.0
,1_64983928,0ML64983928_3,ATL Falcons,3.7,
,1_64983928,0ML64983928_1,BAL Ravens,1.30769231,
,3_68405807,0OU68405807O150_1,Over,2.05,1.5
,3_68405807,0OU68405807U150_3,Under,1.68965518,1.5
,3_68405806,0OU68405806O250_1,Over,2.05,2.5
,3_68405806,0OU68405806U250_3,Under,1.68965518,2.5
,3_68405809,0OU68405809O1450_1,Over,1.95238096,14.5
,3_68405809,0OU68405809U1450_3,Under,1.86956522,14.5
,3_68405808,0OU68405808O2250_1,Over,1.86956522,22.5
,3_68405808,0OU68405808U2250_3,Under,1.95238096,22.5
,129514268,0QA129514268#1405590312_13L88808Q12Q211120,11-20,2.2,
,129514268,0QA129514268#1405590309_13L88808Q11Q210110,0-10,2.65,
,129514268,0QA129514268#1405590424_13L88808Q13Q212130,21-30,4.7,
,129514268,0QA129514268#1405590427_13L88808Q14Q213140,31-40,18.0,
,129514268,0QA129514268#1405590447_13L88808Q15Q214150,41-50,66.0,
,129514268,0QA129514268#1405590450_13L88808Q16Q215199,51+,101.0,
,129514269,0QA129514269#1405590425_13L88808Q13Q212130,21-30,2.6,
,129514269,0QA129514269#1405590311_13L88808Q12Q211120,11-20,2.75,
,129514269,0QA129514269#1405590426_13L88808Q14Q213140,31-40,5.5,
,129514269,0QA129514269#1405590310_13L88808Q11Q210110,0-10,8.0,
,129514269,0QA129514269#1405590448_13L88808Q15Q214150,41-50,19.0,
,129514269,0QA129514269#1405590449_13L88808Q16Q215199,51+,66.0,
,129514219,0QA129514219#1405590260_13L88808Q10Q20,Yes,6.0,
,129514219,0QA129514219#1405590361_13L88808Q10Q21,No,1.1,
,3_68405817,0OU68405817O2650_1,Over,1.86956522,26.5
,3_68405817,0OU68405817U2650_3,Under,1.90909091,26.5
,1_68405810,0ML68405810_3,ATL Falcons,2.35,
,1_68405810,0ML68405810_1,BAL Ravens,1.60606061,
,129514903,0QA129514903#1405592498_13L88808Q1-912857727Q20,Yes,1.86956522,
,129514903,0QA129514903#1405592499_13L88808Q1-215146454Q20,No,1.86956522,
,3_68405816,0OU68405816O950_1,Over,1.90909091,9.5
,3_68405816,0OU68405816U950_3,Under,1.86956522,9.5
,129514208,0QA129514208#1405590434_13L88808Q10Q221,Away Touchdown,5.0,
,129514208,0QA129514208#1405590440_13L88808Q10Q210,Away Field Goal,4.1,
,129514208,0QA129514208#1405590454_13L88808Q10Q220,Away Safety,71.0,
,129514208,0QA129514208#1405590248_13L88808Q10Q212,Home Touchdown,2.7,
,129514208,0QA129514208#1405590373_13L88808Q10Q213,Home Field Goal,3.65,
,129514208,0QA129514208#1405590396_13L88808Q10Q211,Home Safety,71.0,
,129514209,0QA129514209#1405590250_13L88808Q11Q21,Touchdown,1.76923077,
,129514209,0QA129514209#1405590371_13L88808Q12Q22,Field Goal,1.95238096,
,129514209,0QA129514209#1405590397_13L88808Q13Q23,Safety,29.0,
,2_68405818,0HC68405818P450_3,ATL Falcons,1.83333334,4.5
,2_68405818,0HC68405818N450_1,BAL Ravens,2.0,-4.5
,3_68405818,0OU68405818O1950_1,Over,1.90909091,19.5
,3_68405818,0OU68405818U1950_3,Under,1.90909091,19.5
,1_68405818,0ML68405818_3,ATL Falcons,3.0,
,1_68405818,0ML68405818_1,BAL Ravens,1.41666667,
,2_68405826,0HC68405826P150_3,ATL Falcons,1.83333334,1.5
,2_68405826,0HC68405826N150_1,BAL Ravens,2.0,-1.5
,3_68405826,0OU68405826O650_1,Over,1.66666667,6.5
,3_68405826,0OU68405826U650_3,Under,2.3,6.5
,1_68405826,0ML68405826_3,ATL Falcons,2.55,
,1_68405826,0ML68405826_1,BAL Ravens,1.55555556,
,2_64983939,0HC64983939P700_3,WAS Commanders,1.95238096,7.0
,2_64983939,0HC64983939N700_1,SF 49ers,1.86956522,-7.0
,3_64983939,0OU64983939O3950_1,Over,1.90909091,39.5
,3_64983939,0OU64983939U3950_3,Under,1.90909091,39.5
,1_64983939,0ML64983939_3,WAS Commanders,3.85,
,1_64983939,0ML64983939_1,SF 49ers,1.28985508,
,129505306,0QA129505306#1405482297_13L88808Q11287276071Q20,Yes,1.83333334,
,129505306,0QA129505306#1405482298_13L88808Q1-2098810608Q20,No,1.90909091,
,129486521,0QA129486521#1405302658_13L88808Q1-912857727Q20,Yes,1.83333334,
,129486521,0QA129486521#1405302659_13L88808Q1-215146454Q20,No,1.90909091,
,2_68406993,0HC68406993P450_3,WAS Commanders,1.86956522,4.5
,2_68406993,0HC68406993N450_1,SF 49ers,1.95238096,-4.5
,3_68406993,0OU68406993O1950_1,Over,1.76923077,19.5
,3_68406993,0OU68406993U1950_3,Under,2.1,19.5
,1_68406993,0ML68406993_3,WAS Commanders,3.05,
,1_68406993,0ML68406993_1,SF 49ers,1.40816327,
,2_68406996,0HC68406996P150_3,WAS Commanders,1.86956522,1.5
,2_68406996,0HC68406996N150_1,SF 49ers,1.95238096,-1.5
,3_68406996,0OU68406996O750_1,Over,2.15,7.5
,3_68406996,0OU68406996U750_3,Under,1.74074075,7.5
,1_68406996,0ML68406996_3,WAS Commanders,2.6,
,1_68406996,0ML68406996_1,SF 49ers,1.52631579,
,2_64983941,0HC64983941P600_3,PHI Eagles,1.90909091,6.0
,2_64983941,0HC64983941N600_1,DAL Cowboys,1.90909091,-6.0
,3_64983941,0OU64983941O4600_1,Over,1.90909091,46.0
,3_64983941,0OU64983941U4600_3,Under,1.90909091,46.0
,1_64983941,0ML64983941_3,PHI Eagles,3.1,
,1_64983941,0ML64983941_1,DAL Cowboys,1.4,
,3_68405962,0OU68405962O250_1,Over,1.52631579,2.5
,3_68405962,0OU68405962U250_3,Under,2.45,2.5
,3_68405963,0OU68405963O250_1,Over,2.4,2.5
,3_68405963,0OU68405963U250_3,Under,1.55555556,2.5
,3_68405965,0OU68405965O1950_1,Over,1.8,19.5
,3_68405965,0OU68405965U1950_3,Under,2.05,19.5
,3_68405964,0OU68405964O2650_1,Over,1.95238096,26.5
,3_68405964,0OU68405964U2650_3,Under,1.86956522,26.5
,129514822,0QA129514822#1405592182_13L88808Q13Q212130,21-30,2.4,
,129514822,0QA129514822#1405592068_13L88808Q12Q211120,11-20,3.75,
,129514822,0QA129514822#1405592183_13L88808Q14Q213140,31-40,3.75,
,129514822,0QA129514822#1405592205_13L88808Q15Q214150,41-50,12.0,
,129514822,0QA129514822#1405592067_13L88808Q11Q210110,0-10,16.0,
,129514822,0QA129514822#1405592206_13L88808Q16Q215199,51+,46.0,
,129514821,0QA129514821#1405592069_13L88808Q12Q211120,11-20,2.45,
,129514821,0QA129514821#1405592181_13L88808Q13Q212130,21-30,2.8,
,129514821,0QA129514821#1405592066_13L88808Q11Q210110,0-10,5.25,
,129514821,0QA129514821#1405592184_13L88808Q14Q213140,31-40,7.5,
,129514821,0QA129514821#1405592204_13L88808Q15Q214150,41-50,36.0,
,129514821,0QA129514821#1405592207_13L88808Q16Q215199,51+,91.0,
,129514772,0QA129514772#1405592017_13L88808Q10Q20,Yes,5.75,
,129514772,0QA129514772#1405592118_13L88808Q10Q21,No,1.125,
,129520262,0QA129520262#1405629980_13L88808Q11287276071Q20,Yes,1.86956522,
,129520262,0QA129520262#1405629981_13L88808Q1-2098810608Q20,No,1.86956522,
,129524890,0QA129524890#1405654246_13L88808Q12144217015Q20,Yes,2.05,
,129524890,0QA129524890#1405654247_13L88808Q11704823223Q20,No,1.71428572,
,3_68405973,0OU68405973O2350_1,Over,1.90909091,23.5
,3_68405973,0OU68405973U2350_3,Under,1.86956522,23.5
,1_68405966,0ML68405966_3,PHI Eagles,2.3,
,1_68405966,0ML68405966_1,DAL Cowboys,1.625,
,129520774,0QA129520774#1405631579_13L88808Q1-912857727Q20,Yes,1.90909091,
,129520774,0QA129520774#1405631580_13L88808Q1-215146454Q20,No,1.83333334,
,3_68405972,0OU68405972O850_1,Over,1.86956522,8.5
,3_68405972,0OU68405972U850_3,Under,1.90909091,8.5
,129514761,0QA129514761#1405592191_13L88808Q10Q221,Away Touchdown,4.4,
,129514761,0QA129514761#1405592197_13L88808Q10Q210,Away Field Goal,4.5,
,129514761,0QA129514761#1405592211_13L88808Q10Q220,Away Safety,66.0,
,129514761,0QA129514761#1405592005_13L88808Q10Q212,Home Touchdown,2.45,
,129514761,0QA129514761#1405592130_13L88808Q10Q213,Home Field Goal,4.4,
,129514761,0QA129514761#1405592153_13L88808Q10Q211,Home Safety,81.0,
,129514762,0QA129514762#1405592007_13L88808Q11Q21,Touchdown,1.57142858,
,129514762,0QA129514762#1405592128_13L88808Q12Q22,Field Goal,2.3,
,129514762,0QA129514762#1405592154_13L88808Q13Q23,Safety,29.0,
,2_68396833,0HC68396833P350_3,PHI Eagles,1.95238096,3.5
,2_68396833,0HC68396833N350_1,DAL Cowboys,1.86956522,-3.5
,3_68396833,0OU68396833O2250_1,Over,1.86956522,22.5
,3_68396833,0OU68396833U2250_3,Under,1.95238096,22.5
,1_68396833,0ML68396833_3,PHI Eagles,2.75,
,1_68396833,0ML68396833_1,DAL Cowboys,1.48780488,
,2_68396835,0HC68396835P150_3,PHI Eagles,1.86956522,1.5
,2_68396835,0HC68396835N150_1,DAL Cowboys,1.95238096,-1.5
